name,sport,age,height,weight,country,sex,gold,silver,bronze,total
Richard Varga,Triathlon,23,188,65,Slovakia,M,0,0,0,0
Roland Varga,Athletics,34,196,125,Croatia,M,0,0,0,0
Tamas Varga,Rowing,34,184,72,Hungary,M,0,0,0,0
Tamas Varga,Water Polo,37,201,105,Hungary,M,0,0,0,0
Daniel Vargas,Athletics,28,174,54,Mexico,M,0,0,0,0
Mailin Vargas,Athletics,29,,,Cuba,F,0,0,0,0
Camila Vargas Palomo,Rowing,25,177,77,El Salvador,F,0,0,0,0
Francisco Vargas Ramirez,Boxing,18,,,Puerto Rico,M,0,0,0,0
Annerys Victoria Vargas Valdez,Volleyball,30,196,70,Dominican Republic,F,0,0,0,0
Jacob Stephen Varner,Wrestling,26,185,96,United States of America,M,0,0,0,0
Jessica Varnish,Cycling - Track,21,167,69,Great Britain,F,0,0,0,0
Maria Vasco,Athletics,36,157,47,Spain,F,0,0,0,0
Joana Vasconcelos,Canoe Sprint,21,169,65,Portugal,F,0,0,0,0
Kseniya Vdovina,Athletics,25,172,62,Russian Federation,F,0,0,0,0
Irene Vecchi,Fencing,23,170,64,Italy,F,0,0,0,0
Jacobine Veenhoven,Rowing,28,183,72,Netherlands,F,0,0,1,1
Renuga Veeran,Badminton,26,165,61,Australia,F,0,0,0,0
Tamara Vega,Modern Pentathlon,19,157,55,Mexico,F,0,0,0,0
Rihards Veide,Cycling - BMX,20,185,85,Latvia,M,0,0,0,0
Vanessa Veiga,Athletics,33,159,43,Spain,F,0,0,0,0
Jussi Veikkanen,Cycling - Road,31,178,66,Finland,M,0,0,0,0
Yosbany Veitia Soto,Boxing,20,,,Cuba,M,0,0,0,0
Mario Vekic,Rowing,29,190,94,Croatia,M,0,0,0,0
Almir Velagic,Weightlifting,30,183,140,Germany,M,0,0,0,0
Jose Velasquez,Football,22,165,65,Honduras,M,0,0,0,0
Orianica Velasquez,Football,23,170,65,Colombia,F,0,0,0,0
Yaima Velazquez Falcon,Rowing,25,,,Cuba,F,0,0,0,0
Dana Veldakova,Athletics,31,179,60,Slovakia,F,0,0,0,0
Jana Veldakova,Athletics,31,178,60,Slovakia,F,0,0,0,0
Marleen Veldhuis,Swimming,33,182,67,Netherlands,F,0,1,0,1
Tim Veldt,Cycling - Track,28,186,78,Netherlands,M,0,0,0,0
Anamari Velensek,Judo,21,175,77,Slovenia,F,0,0,0,0
Luis Eduardo Velez,Archery,26,180,81,Mexico,M,0,0,0,0
Bobana Velickovic,Shooting,22,170,62,Serbia,F,0,0,0,0
Sofya Velikaya,Fencing,27,170,67,Russian Federation,F,0,1,0,1
Radoslav Marinov Velikov,Wrestling,28,162,55,Bulgaria,M,0,0,0,0
Carlos Veliz,Athletics,24,,,Cuba,M,0,0,0,0
Stefana Veljkovic,Volleyball,22,190,76,Serbia,F,0,0,0,0
Katrin Velkova,Gymnastics - Rhythmic,20,170,,Bulgaria,F,0,0,0,0
Adam Vella,Shooting,41,178,91,Australia,M,0,0,0,0
Matthijs Vellenga,Rowing,34,200,93,Netherlands,M,0,0,0,0
Joseph Veloce,Cycling - Track,23,180,82,Canada,M,0,0,0,0
Juliana Veloso,Diving,31,,,Brazil,F,0,0,0,0
Tiago Venancio,Swimming,25,193,87,Portugal,M,0,0,0,0
Edgaras Venckaitis,Wrestling,26,171,66,Lithuania,M,0,0,0,0
Gintare Venckauskaite,Modern Pentathlon,19,170,54,Lithuania,F,0,0,0,0
Venelina Veneva-Mateeva,Athletics,38,178,57,Bulgaria,F,0,0,0,0
Simone Venier,Rowing,27,197,96,Italy,M,0,0,0,0
Francisco Jose Ventoso Alberdi,Cycling - Road,30,180,81,Spain,M,0,0,0,0
Haislan Veranes Garcia,Wrestling,29,175,66,Canada,M,0,0,0,0
Jimmy Verbaeys,Gymnastics - Artistic,18,168,,Belgium,M,0,0,0,0
Tonya Lynn Verbeek,Wrestling,34,165,55,Canada,F,0,0,0,0
Luuk Verbij,Judo,26,195,112,Netherlands,M,0,0,0,0
Fernando Verdasco,Tennis,28,188,81,Spain,M,0,0,0,0
Elio Verde,Judo,24,165,60,Italy,M,0,0,0,0
Felix Verdejo Sanchez,Boxing,19,,,Puerto Rico,M,0,0,0,0
Claudia Verdicchio Krause,Shooting,37,168,70,Germany,F,0,0,0,0
Oleg Veretilo,Football,24,180,76,Belarus,M,0,0,0,0
Valentin Verga,Hockey,22,179,84,Netherlands,M,0,0,0,0
Rafail Vergoyazov,Canoe Slalom,18,173,60,Kazakhstan,M,0,0,0,0
Marhinde Verkerk,Judo,26,173,78,Netherlands,F,0,0,0,0
Joeri Verlinden,Swimming,24,180,73,Netherlands,M,0,0,0,0
Hannah Vermeersch,Rowing,19,178,76,Australia,F,0,0,0,0
Valerie Vermeersch,Hockey,26,174,67,Belgium,F,0,0,0,0
Klaas Vermeulen,Hockey,24,179,79,Netherlands,M,0,0,0,0
Martin Verner,Swimming,32,194,90,Czech Republic,M,0,0,0,0
Oleg Verniaiev,Gymnastics - Artistic,18,161,,Ukraine,M,0,0,0,0
Annabel Vernon,Rowing,29,178,75,Great Britain,F,0,0,0,0
David Verraszto,Swimming,23,180,73,Hungary,M,0,0,0,0
Evelyn Verraszto,Swimming,23,173,62,Hungary,F,0,0,0,0
Sebastiaan Verschuren,Swimming,23,193,83,Netherlands,M,0,0,0,0
Mechiel Versluis,Rowing,25,198,93,Netherlands,M,0,0,0,0
Katrien Verstuyft,Triathlon,30,170,61,Belgium,F,0,0,0,0
Bas Verwijlen,Fencing,28,190,82,Netherlands,M,0,0,0,0
Cynthia Vanessa Vescan,Wrestling,20,170,72,France,F,0,0,0,0
Jana Vesela,Basketball,28,194,86,Czech Republic,F,0,0,0,0
Vitezslav Vesely,Athletics,29,186,94,Czech Republic,M,0,0,0,0
Elena Vesnina,Tennis,26,180,65,Russian Federation,F,0,0,0,0
Jovana Vesovic,Volleyball,25,182,68,Serbia,F,0,0,0,0
Jan Vetesnik,Rowing,28,183,75,Czech Republic,M,0,0,0,0
Ondrej Vetesnik,Rowing,28,182,73,Czech Republic,M,0,0,0,0
Valentina Vezzali,Fencing,38,164,53,Italy,F,1,0,1,2
Sandro Viana,Athletics,35,,,Brazil,M,0,0,0,0
Frano Vican,Water Polo,36,192,94,Croatia,M,0,0,0,0
Jimmy Vicaut,Athletics,20,184,76,France,M,0,0,0,0
Astrida Vicente,Basketball,33,177,69,Angola,F,0,0,0,0
Ariannis Vichy,Athletics,23,,,Cuba,F,0,0,0,0
Ingrid Vidal,Football,21,158,54,Colombia,F,0,0,0,0
Laurent Vidal,Triathlon,28,184,64,France,M,0,0,0,0
Katerina Vidiaux Lopez,Wrestling,25,,,Cuba,F,0,0,0,0
Nestor Vidrio,Football,23,179,69,Mexico,M,0,0,0,0
Joelma Viegas,Handball,25,168,63,Angola,F,0,0,0,0
Jessica Teixeira Vieira,Swimming,20,166,60,Mozambique,F,0,0,0,0
Joao Vieira,Athletics,36,175,59,Portugal,M,0,0,0,0
Marta Vieira da Silva,Football,26,161,57,Brazil,F,0,0,0,0
Marcelo Vieira Da Silva Junior,Football,24,173,72,Brazil,M,0,0,0,0
Robenilson Vieira de Jesus,Boxing,24,167,,Brazil,M,0,0,0,0
Givanildo Vieira De Sousa,Football,26,178,91,Brazil,M,0,0,0,0
Marquinhos Vieira Sousa,Basketball,28,207,102,Brazil,M,0,0,0,0
Natalya Vieru,Basketball,23,198,85,Russian Federation,F,0,0,0,0
Federico Matias Vieyra,Handball,24,192,90,Argentina,M,0,0,0,0
Sabrina Viguier,Football,31,169,59,France,F,0,0,0,0
Rachelle Viinberg,Rowing,33,183,74,Canada,F,0,1,0,1
 Vijender,Boxing,26,,,India,M,0,0,0,0
Krishan Vikas,Boxing,20,,,India,M,0,0,0,0
Lucas Vila,Hockey,25,172,75,Argentina,M,0,0,0,0
Matias Vila,Hockey,33,175,76,Argentina,M,0,0,0,0
Rodrigo Vila,Hockey,30,178,77,Argentina,M,0,0,0,0
Nothando Vilakazi,Football,23,155,55,South Africa,F,0,0,0,0
Mariaesthela Vilera,Cycling - Track,23,165,70,Venezuela,F,0,0,0,0
Tinne Vilhelmson Silfven,Equestrian,45,165,58,Sweden,F,0,0,0,0
Annari Viljoen,Badminton,25,173,58,South Africa,F,0,0,0,0
Sunette Viljoen,Athletics,28,170,70,South Africa,F,0,0,0,0
Willem Viljoen,Badminton,27,182,79,South Africa,M,0,0,0,0
Brenda Villa,Water Polo,32,163,79,United States of America,F,0,0,0,0
Sebastian Villa Castaneda,Diving,20,164,54,Colombia,M,0,0,0,0
Erika Villaecija Garcia,Swimming,28,177,61,Spain,F,0,0,0,0
Jesus Villafane  Marquina,Beach Volleyball,25,187,83,Venezuela,M,0,0,0,0
Eduar Villanueva,Athletics,27,172,65,Venezuela,M,0,0,0,0
Paulo Villar,Athletics,34,183,73,Colombia,M,0,0,0,0
Rusmeris Villar Barbosa,Weightlifting,29,159,53,Colombia,F,0,0,0,0
Cesar Villarraga Aldana,Boxing,26,174,,Colombia,M,0,0,0,0
Danielle Villars,Swimming,19,178,60,Switzerland,F,0,0,0,0
Linda Melanie Villumsen,Cycling - Road,27,165,85,New Zealand,F,0,0,0,0
Karen Vilorio Muchnik,Swimming,19,160,50,Honduras,F,0,0,0,0
Gawain Vincent,Handball,22,186,83,Great Britain,M,0,0,0,0
Jake Vincent,Water Polo,23,197,98,Great Britain,M,0,0,0,0
Roberta Vinci,Tennis,29,164,58,Italy,F,0,0,0,0
Michael Vingerling,Cycling,22,184,71,Netherlands,M,0,0,0,0
Alexandr Vinokurov,Cycling - Road,38,176,69,Kazakhstan,M,1,0,0,1
Savannah Vinsant,Trampoline,19,160,,United States of America,F,0,0,0,0
Brittany Viola,Diving,25,165,61,United States of America,F,0,0,0,0
Brigita Virbalyte,Athletics,27,164,50,Lithuania,F,0,0,0,0
Nina Vislova,Badminton,25,172,57,Russian Federation,F,0,0,0,0
Leandro Vissotto Neves,Volleyball,29,212,97,Brazil,M,0,0,0,0
Donata Vistartaite,Rowing,23,170,65,Lithuania,F,0,0,0,0
Eva Viteckova,Basketball,30,190,80,Czech Republic,F,0,0,0,0
Michelle Vittese,Hockey,22,160,58,United States of America,F,0,0,0,0
Lisa Vitting,Swimming,21,185,74,Germany,F,0,0,0,0
Maksim Vitus,Football,23,178,68,Belarus,M,0,0,0,0
Tabare Viudez,Football,22,164,64,Uruguay,M,0,0,0,0
Juan Manuel Vivaldi,Hockey,33,180,80,Argentina,M,0,0,0,0
Borja Vivas,Athletics,28,204,139,Spain,M,0,0,0,0
Elia Viviani,Cycling,23,177,70,Italy,M,0,0,0,0
Nicola Vizzoni,Athletics,38,193,130,Italy,M,0,0,0,0
Zachary Vlahos,Rowing,23,175,55,United States of America,M,0,0,0,0
Roman Vlasov,Wrestling,21,170,74,Russian Federation,M,0,0,0,0
Erik Vlcek,Canoe Sprint,30,189,90,Slovakia,M,0,0,0,0
Radka Vodickova,Triathlon,27,171,55,Czech Republic,F,0,0,0,0
Sergey Vodopiyanov,Boxing,24,169,,Russian Federation,M,0,0,0,0
Natalya Vodopyanova,Basketball,31,188,76,Russian Federation,F,0,0,0,0
Christopher Voelk,Judo,23,179,73,Germany,M,0,0,0,0
Florian Vogel,Cycling - Mountain Bike,30,174,66,Switzerland,M,0,0,0,0
Kristina Vogel,Cycling - Track,21,160,62,Germany,F,1,0,0,1
Renate Voglsang,Equestrian,41,178,71,Austria,F,0,0,0,0
Stephanie Vogt,Tennis,22,165,63,Liechtenstein,F,0,0,0,0
Ruben Oscar Voisard Rezola,Canoe Sprint,21,174,82,Argentina,M,0,0,0,0
Andreas Vojta,Athletics,23,189,77,Austria,M,0,0,0,0
Jaroslav Volf,Canoe Slalom,32,178,77,Czech Republic,M,0,0,0,0
Christos Volikakis,Cycling - Track,24,171,83,Greece,M,0,0,0,0
Zafeirios Volikakis,Cycling - Track,23,171,83,Greece,M,0,0,0,0
Alexander Volkov,Volleyball,27,210,95,Russian Federation,M,0,0,0,0
Dana Vollmer,Swimming,24,183,68,United States of America,F,2,0,0,2
Marina Volnova,Boxing,23,170,,Kazakhstan,F,0,0,0,0
Lubov Volosova,Wrestling,29,165,63,Russian Federation,F,0,0,0,0
Christian Vom Lehn,Swimming,20,190,78,Germany,M,0,0,0,0
Henrik von Eckermann,Equestrian,31,186,77,Sweden,M,0,0,0,0
Casper von Folsach,Cycling - Track,19,193,78,Denmark,M,0,0,0,0
Jonas von Geijer,Sailing,31,178,70,Sweden,M,0,0,0,0
Andre Vonarburg,Rowing,34,195,100,Switzerland,M,0,0,0,0
Igor Vori,Handball,31,203,114,Croatia,M,0,0,0,0
Natalia Vorobeva,Wrestling,21,176,72,Russian Federation,F,0,0,0,0
Victoria Voronina,Trampoline,24,167,,Russian Federation,F,0,0,0,0
Andrei Voronkov,Football,23,185,77,Belarus,M,0,0,0,0
Evgeny Voronov,Basketball,26,194,95,Russian Federation,M,0,0,0,0
Anzela Voronova,Shooting,43,170,72,Estonia,F,0,0,0,0
Ingmar Vos,Athletics,26,186,80,Netherlands,M,0,0,0,0
Marianne Vos,Cycling - Road,25,169,52,Netherlands,F,1,0,0,1
Galina Voskoboeva,Tennis,27,184,70,Kazakhstan,F,0,0,0,0
Vassiliki Vougiouka,Fencing,26,180,68,Greece,F,0,0,0,0
Manthos Voulgarakis,Water Polo,32,188,104,Greece,M,0,0,0,0
Kristel Vourna,Swimming,20,175,61,Greece,F,0,0,0,0
Filipp Voytekhovich,Football,22,187,73,Belarus,M,0,0,0,0
Anna Vozakova,Beach Volleyball,23,176,72,Russian Federation,F,0,0,0,0
Tjasa Vozel,Swimming,18,171,57,Slovenia,F,0,0,0,0
Raghunath Vr,Hockey,23,,,India,M,0,0,0,0
Miroslav Vrastil Jr,Rowing,29,184,73,Czech Republic,M,0,0,0,0
Shannon Vreeland,Swimming,20,188,79,United States of America,F,1,0,0,1
Jur Vrieling,Equestrian,43,189,80,Netherlands,M,0,0,0,0
Marija Vrsaljko,Basketball,22,196,80,Croatia,F,0,0,0,0
Nenad Vuckovic,Handball,31,192,97,Serbia,M,0,0,0,0
Marko Vujin,Handball,27,197,104,Serbia,M,0,0,0,0
Marina Vukcevic,Handball,18,175,69,Montenegro,F,0,0,0,0
Christina Vukicevic,Athletics,25,,,Norway,F,0,0,0,0
Drago Vukovic,Handball,29,194,93,Croatia,M,0,0,0,0
Miljan Vukovic,Rowing,22,192,90,Serbia,M,0,0,0,0
Arkady Vyatchanin,Swimming,28,202,91,Russian Federation,M,0,0,0,0
Elena Vystropova,Boxing,23,174,,Azerbaijan,F,0,0,0,0
Vadim Kaptur,Diving,25,174,67,Belarus,M,0,0,0,0
Valentin Hristov,Weightlifting,18,156,56,Azerbaijan,M,0,0,1,1
Valentin Kruglyakov,Athletics,26,188,85,Russian Federation,M,0,0,0,0
Valentyna Horpynych Zhudina,Athletics,29,161,47,Ukraine,F,0,0,0,0
Valerii Dymo,Swimming,26,179,74,Ukraine,M,0,0,0,0
Vavrinec Hradilek,Canoe Slalom,25,168,78,Czech Republic,M,0,1,0,1
Veronika Popova,Swimming,21,182,65,Russian Federation,F,0,0,0,0
Vesna Dzukic,Judo,26,163,56,Slovenia,F,0,0,0,0
Vicente Orlando Huacon Alvarado,Wrestling,23,169,66,Ecuador,M,0,0,0,0
Victoria Poon,Swimming,27,184,73,Canada,F,0,0,0,0
Ville Lang,Badminton,27,177,75,Finland,M,0,0,0,0
Vincent Hancock,Shooting,23,173,77,United States of America,M,1,0,0,1
Viola Jelagat Kibiwot,Athletics,28,165,48,Kenya,F,0,0,0,0
Vitaly Fokeev,Shooting,38,180,86,Russian Federation,M,0,0,0,0
Vitiny Hemthon,Swimming,18,163,52,Cambodia,F,0,0,0,0
Vladimer Gegeshidze,Wrestling,27,190,84,Georgia,M,0,0,0,0
Vladimir Dyatchin,Swimming,29,188,82,Russian Federation,M,0,0,0,0
Vladimir Khvashchinsky,Football,22,182,70,Belarus,M,0,0,0,0
Vyacheslav Podlesnyy,Shooting,34,156,76,Kazakhstan,M,0,0,0,0
Przemyslaw Wacha,Badminton,31,181,80,Poland,M,0,0,0,0
Jenaya Wade-Fray,Basketball,23,175,65,Great Britain,F,0,0,0,0
Karim Wagih,Shooting,31,181,85,Egypt,M,0,0,0,0
Benedikt Wagner,Fencing,22,191,90,Germany,M,0,0,0,0
Marion Wagner,Athletics,34,178,60,Germany,F,0,0,0,0
Stepan Wagner,Athletics,30,187,79,Czech Republic,M,0,0,0,0
Katrin Wagner-Augustin,Canoe Sprint,34,179,72,Germany,F,0,0,0,0
Hedaya Wahba,Taekwondo,19,156,,Egypt,F,0,0,0,0
Chris Meke Walasi,Athletics,32,,,Solomon Islands,M,0,0,0,0
Keshorn Walcott,Athletics,19,183,90,Trinidad and Tobago,M,0,0,0,0
Marta Walczykiewicz,Canoe Sprint,25,165,62,Poland,F,0,0,0,0
Abigail Walker,Hockey,30,175,72,Great Britain,F,0,0,0,0
Brad Walker,Athletics,31,188,86,United States of America,M,0,0,0,0
Jess Walker,Canoe Sprint,22,177,72,Great Britain,F,0,0,0,0
Melaine Walker,Athletics,29,163,53,Jamaica,F,0,0,0,0
Sarah Walker,Cycling - BMX,24,176,76,New Zealand,F,0,0,0,0
Chris Walker-Hebborn,Swimming,22,184,80,Great Britain,M,0,0,0,0
Ken Wallace,Canoe Sprint,29,190,90,Australia,M,0,0,0,0
Tessa Wallace,Swimming,18,172,59,Australia,F,0,0,0,0
Tim Wallburger,Swimming,22,191,95,Germany,M,0,0,0,0
Angelica Wallen,Handball,26,172,,Sweden,F,0,0,0,0
Jack Waller,Water Polo,22,187,95,Great Britain,M,0,0,0,0
Kate Walsh,Hockey,32,171,65,Great Britain,F,0,0,0,0
Kerri Walsh Jennings,Beach Volleyball,33,188,71,United States of America,F,0,0,0,0
Sally Walton,Hockey,31,180,68,Great Britain,F,0,0,0,0
Abby Wambach,Football,32,178,81,United States of America,F,0,0,0,0
Aichen Wang,Sailing,27,187,74,People's Republic of China,M,0,0,0,0
Cheng-Pang Wang,Archery,25,178,86,Taipei (Chinese Taipei),M,0,0,0,0
Chengxiang Wang,Swimming,20,183,78,People's Republic of China,M,0,0,0,0
Eugene Wang,Table Tennis,26,174,85,Canada,M,0,0,0,0
Guan Wang,Modern Pentathlon,25,184,77,People's Republic of China,M,0,0,0,0
Haibing Wang,Swimming,14,180,64,People's Republic of China,F,0,0,0,0
Hao Wang,Diving,19,156,50,People's Republic of China,F,1,0,0,1
Hao Wang,Table Tennis,28,175,78,People's Republic of China,M,0,1,0,1
Hui Wang,Judo,28,165,57,People's Republic of China,F,0,0,0,0
Jiali Wang,Athletics,26,160,50,People's Republic of China,F,0,0,0,0
Jiao Wang,Wrestling,24,177,73,People's Republic of China,F,0,0,0,0
Jingzhi Wang,Fencing,29,197,98,People's Republic of China,M,0,0,0,0
Ki-Chun Wang,Judo,23,171,73,Republic of Korea,M,0,0,0,0
Mengyu Wang,Hockey,20,170,70,People's Republic of China,F,0,0,0,0
Min Wang,Rowing,22,183,78,People's Republic of China,F,0,0,0,0
Ming-Hui Wang,Rowing,26,187,88,Taipei (Chinese Taipei),M,0,0,0,0
Mingjuan Wang,Weightlifting,26,150,48,People's Republic of China,F,1,0,0,1
Rena Wang,Badminton,20,157,52,United States of America,F,0,0,0,0
Shijia Wang,Swimming,18,173,62,People's Republic of China,F,0,0,0,0
Shipeng Wang,Basketball,29,198,90,People's Republic of China,M,0,0,0,0
Shun Wang,Swimming,18,192,74,People's Republic of China,M,0,0,0,0
Tao Wang,Shooting,29,170,76,People's Republic of China,M,0,0,0,0
Tiexin Wang,Rowing,23,188,75,People's Republic of China,M,0,0,0,0
Timothy Wang,Table Tennis,20,175,66,United States of America,M,0,0,0,0
Weidong Wang,Sailing,29,162,55,People's Republic of China,M,0,0,0,0
Weiyi Wang,Shooting,38,176,85,People's Republic of China,M,0,0,0,0
Xiaoli Wang,Badminton,23,172,66,People's Republic of China,F,0,0,0,0
Xiaoli Wang,Sailing,30,169,70,People's Republic of China,F,0,0,0,0
Xin Wang,Badminton,26,166,55,People's Republic of China,F,0,0,0,0
Xuanxuan Wang,Boxing,22,192,,People's Republic of China,M,0,0,0,0
Yi Wang,Water Polo,25,178,69,People's Republic of China,F,0,0,0,0
Yihan Wang,Badminton,24,178,66,People's Republic of China,F,0,0,0,0
Yimei Wang,Volleyball,24,190,90,People's Republic of China,F,0,0,0,0
Ying Wang,Water Polo,23,185,76,People's Republic of China,F,0,0,0,0
Yuegu Wang,Table Tennis,32,158,63,Singapore,F,0,0,0,0
Zengyi Wang,Table Tennis,29,181,75,Poland,M,0,0,0,0
Zhen Wang,Athletics,20,180,62,People's Republic of China,M,0,0,0,0
Zhiwei Wang,Shooting,24,178,75,People's Republic of China,M,0,0,0,0
Zhizhi Wang,Basketball,33,215,110,People's Republic of China,M,0,0,0,0
Sebastian Wang-Hansen,Sailing,24,,,Norway,M,0,0,0,0
Muhammad Waqas,Hockey,23,,,Pakistan,M,0,0,0,0
Gareth Warburton,Athletics,29,186,72,Great Britain,M,0,0,0,0
Billy Ward,Boxing,19,163,,Australia,M,0,0,0,0
Mclain Ward,Equestrian,36,173,73,United States of America,M,0,0,0,0
Glenn Warfe,Badminton,28,181,72,Australia,M,0,0,0,0
Jeremy Wariner,Athletics,28,185,71,United States of America,M,0,0,0,0
Rory David Warlow,Shooting,22,175,75,Great Britain,M,0,0,0,0
Damian Warner,Athletics,22,184,83,Canada,M,0,0,0,0
Ian Warner,Athletics,22,170,160,Canada,M,0,0,0,0
Justyn Warner,Athletics,25,177,79,Canada,M,0,0,0,0
Ethan Warren,Diving,20,173,72,Australia,M,0,0,0,0
Raushee Warren,Boxing,25,163,,United States of America,M,0,0,0,0
Andreas Waschburger,Swimming,25,189,78,Germany,M,0,0,0,0
Konrad Wasielewski,Rowing,27,194,92,Poland,M,0,0,0,0
Hiroki Watanabe,Canoe Sprint,24,178,80,Japan,M,0,0,0,0
Kanako Watanabe,Swimming,15,164,54,Japan,F,0,0,0,0
Kazuki Watanabe,Swimming,25,177,72,Japan,M,0,0,0,0
Kazunari Watanabe,Cycling - Track,28,176,76,Japan,M,0,0,0,0
Peter Waterfield,Diving,31,165,64,Great Britain,M,0,0,0,0
Gregory Wathelet,Equestrian,31,190,85,Belgium,M,0,0,0,0
Anna Watkins,Rowing,29,183,78,Great Britain,F,1,0,0,1
Jimmy Watkins,Cycling - Track,29,185,96,United States of America,M,0,0,0,0
Bronwen Watson,Rowing,35,168,57,Australia,F,0,0,0,0
Heather Watson,Tennis,20,168,64,Great Britain,F,0,0,0,0
Mitchell Watt,Athletics,24,184,83,Australia,M,0,0,0,0
Stanislas Wawrinka,Tennis,27,183,79,Switzerland,M,0,0,0,0
Samuel Weale,Modern Pentathlon,30,187,83,Great Britain,M,0,0,0,0
Caroline Weber,Gymnastics - Rhythmic,26,167,,Austria,F,0,0,0,0
Franziska Weber,Canoe Sprint,23,177,70,Germany,F,0,0,0,0
Rowie Webster,Water Polo,24,178,80,Australia,F,0,0,0,0
Chen-Yang Wei,Taekwondo,20,181,,Taipei (Chinese Taipei),M,0,0,0,0
Ching Wei,Swimming,26,175,77,American Samoa,M,0,0,0,0
Ning Wei,Shooting,29,166,63,People's Republic of China,F,0,1,0,1
Qiuyue Wei,Volleyball,23,182,65,People's Republic of China,F,0,0,0,0
Wei Wei,Basketball,22,207,90,People's Republic of China,F,0,0,0,0
Yongli Wei,Athletics,20,168,55,People's Republic of China,F,0,0,0,0
Gunther Weidlinger,Athletics,34,169,54,Austria,M,0,0,0,0
Laura Weightman,Athletics,21,172,56,Great Britain,F,0,0,0,0
Lisa Jane Weightman,Athletics,33,157,44,Australia,F,0,0,0,0
Richard Weinberger,Swimming,22,184,72,Canada,M,0,0,0,0
Max Weinhold,Hockey,30,196,99,Germany,M,0,0,0,0
Anna Weinzieher,Sailing,21,165,67,Poland,F,0,0,0,0
Amanda Weir,Swimming,26,185,75,United States of America,F,0,0,1,1
Krystal Weir,Sailing,27,168,65,Australia,F,0,0,0,0
Warren Weir,Athletics,22,178,75,Jamaica,M,0,0,0,0
Silvia Weissteiner,Athletics,33,163,47,Italy,F,0,0,0,0
Eloise Wellings,Athletics,29,172,52,Australia,F,0,0,0,0
Ashlee Wells,Hockey,23,181,71,Australia,F,0,0,0,0
Kellie Wells,Athletics,30,163,57,United States of America,F,0,0,0,0
Matthew Wells,Rowing,33,188,90,Great Britain,M,0,0,0,0
Sarah-Lynn Wells,Athletics,22,167,56,Canada,F,0,0,0,0
Todd Wells,Cycling - Mountain Bike,36,188,77,United States of America,M,0,0,0,0
Valerie Welsh,Synchronised Swimming,24,175,,Canada,F,0,0,0,0
Miriam Welte,Cycling - Track,25,171,67,Germany,F,1,0,0,1
Lidewij Welten,Hockey,22,170,65,Netherlands,F,0,0,0,0
Scott Weltz,Swimming,25,183,82,United States of America,M,0,0,0,0
Phillipp Wende,Rowing,27,199,89,Germany,M,1,0,0,1
Mihter Wendolin,Athletics,25,163,54,Federated States of Micronesia,F,0,0,0,0
Lauren Wenger,Water Polo,28,191,77,United States of America,F,0,0,0,0
Alexandra Wenk,Swimming,17,179,61,Germany,F,0,0,0,0
Christine Wenzel,Shooting,31,171,74,Germany,F,0,0,0,0
Marlena Wesh,Athletics,21,,,Haiti,F,0,0,0,0
Christopher Wesley,Hockey,25,191,91,Germany,M,0,0,0,0
Benjamin Wess,Hockey,27,177,73,Germany,M,0,0,0,0
Timo Wess,Hockey,30,176,72,Germany,M,0,0,0,0
Andre Wessels,Fencing,30,192,92,Germany,M,0,0,0,0
Russell Westbrook,Basketball,23,191,85,United States of America,M,0,0,0,0
Malin Westerheim,Shooting,18,,,Norway,F,0,0,0,0
Lisa Westerhof,Sailing,30,167,58,Netherlands,F,0,0,0,0
Lieuwe Westra,Cycling - Road,29,185,71,Netherlands,M,0,0,0,0
Roderick Weusthof,Hockey,30,183,88,Netherlands,M,0,0,0,0
Thomas Whalan,Water Polo,31,194,90,Australia,M,0,0,0,0
Lindsay Whalen,Basketball,30,175,73,United States of America,F,0,0,0,0
Andrew Wheating,Athletics,24,198,82,United States of America,M,0,0,0,0
Hannah Whelan,Gymnastics - Artistic,20,160,,Great Britain,F,0,0,0,0
Mary Whipple,Rowing,32,163,48,United States of America,F,1,0,0,1
Adam White,Volleyball,22,203,90,Australia,M,0,0,0,0
Ellen White,Football,23,170,58,Great Britain,F,0,0,0,0
Nicola White,Hockey,24,170,62,Great Britain,F,0,0,0,0
Robert White,Handball,29,192,92,Great Britain,M,0,0,0,0
Rosie White,Football,19,165,63,New Zealand,F,0,0,0,0
Branden Whitehurst,Swimming,22,185,81,Virgin Islands,M,0,0,0,0
Simon Whitfield,Triathlon,37,177,70,Canada,M,0,0,0,0
Ryan Whiting,Athletics,25,191,136,United States of America,M,0,0,0,0
Olivia Whitlam,Rowing,26,185,73,Great Britain,F,0,0,0,0
Max Whitlock,Gymnastics - Artistic,19,167,,Great Britain,M,0,0,1,1
Tara Whitten,Cycling - Track,32,166,67,Canada,F,0,0,0,0
Lucinda Whitty,Sailing,22,167,63,Australia,F,0,0,0,0
Rosemarie Whyte,Athletics,25,180,64,Jamaica,F,0,0,0,0
Piotr Wiaderek,Athletics,28,185,78,Poland,M,0,0,0,0
Johanna Wiberg,Handball,28,185,77,Sweden,F,0,0,0,0
Lars Wichert,Rowing,25,186,72,Germany,M,0,0,0,0
Yanina Wickmayer,Tennis,22,182,72,Belgium,F,0,0,0,0
Lucy Wicks,Volleyball,30,173,62,Great Britain,F,0,0,0,0
Silvan Widmer,Football,19,182,81,Switzerland,M,0,0,0,0
Jordyn Wieber,Gymnastics - Artistic,17,157,,United States of America,F,1,0,0,1
